name,survived,female,age,sibsp,parch,pclass,ticket,fare,cabin,embarked,boat,body,home_dest
"Wheadon, Mr. Edward H",0,0,66,0,0,Second,C.A. 24579,10.5000,,S,,,"Guernsey, England / Edgewood, RI"
"Wheeler, Mr. Edwin ""Frederick""",0,0,,0,0,Second,SC/PARIS 2159,12.8750,,S,,,
"White, Mr. Percival Wayland",0,0,54,0,1,First,35281,77.2875,D26,S,,,"Brunswick, ME"
"White, Mr. Richard Frasar",0,0,21,0,1,First,35281,77.2875,D26,S,,169,"Brunswick, ME"
"White, Mrs. John Stuart (Ella Holmes)",1,1,55,0,0,First,PC 17760,135.6333,C32,C,8,,"New York, NY / Briarcliff Manor NY"
"Wick, Miss. Mary Natalie",1,1,31,0,2,First,36928,164.8667,C7,S,8,,"Youngstown, OH"
"Wick, Mr. George Dennick",0,0,57,1,1,First,36928,164.8667,,S,,,"Youngstown, OH"
"Wick, Mrs. George Dennick (Mary Hitchcock)",1,1,45,1,1,First,36928,164.8667,,S,8,,"Youngstown, OH"
"Widegren, Mr. Carl/Charles Peter",0,0,51,0,0,Third,347064,7.7500,,S,,,
"Widener, Mr. George Dunton",0,0,50,1,1,First,113503,211.5000,C80,C,,,"Elkins Park, PA"
"Widener, Mr. Harry Elkins",0,0,27,0,2,First,113503,211.5000,C82,C,,,"Elkins Park, PA"
"Widener, Mrs. George Dunton (Eleanor Elkins)",1,1,50,1,1,First,113503,211.5000,C80,C,4,,"Elkins Park, PA"
"Wiklund, Mr. Jakob Alfred",0,0,18,1,0,Third,3101267,6.4958,,S,,314,
"Wiklund, Mr. Karl Johan",0,0,21,1,0,Third,3101266,6.4958,,S,,,
"Wilhelms, Mr. Charles",1,0,31,0,0,Second,244270,13.0000,,S,9,,"London, England"
"Wilkes, Mrs. James (Ellen Needs)",1,1,47,1,0,Third,363272,7.0000,,S,,,
"Willard, Miss. Constance",1,1,21,0,0,First,113795,26.5500,,S,8 10,,"Duluth, MN"
"Willer, Mr. Aaron (""Abi Weller"")",0,0,,0,0,Third,3410,8.7125,,S,,,
"Willey, Mr. Edward",0,0,,0,0,Third,S.O./P.P. 751,7.5500,,S,,,
"Williams-Lambert, Mr. Fletcher Fellows",0,0,,0,0,First,113510,35.0000,C128,S,,,"London, England"
"Williams, Mr. Charles Duane",0,0,51,0,1,First,PC 17597,61.3792,,C,,,"Geneva, Switzerland / Radnor, PA"
"Williams, Mr. Charles Eugene",1,0,,0,0,Second,244373,13.0000,,S,14,,"Harrow, England"
"Williams, Mr. Howard Hugh ""Harry""",0,0,,0,0,Third,A/5 2466,8.0500,,S,,,
"Williams, Mr. Leslie",0,0,28.5,0,0,Third,54636,16.1000,,S,,14,
"Williams, Mr. Richard Norris II",1,0,21,0,1,First,PC 17597,61.3792,,C,A,,"Geneva, Switzerland / Radnor, PA"
"Wilson, Miss. Helen Alice",1,1,31,0,0,First,16966,134.5000,E39 E41,C,3,,
"Windelov, Mr. Einar",0,0,21,0,0,Third,SOTON/OQ 3101317,7.2500,,S,,,
"Wirz, Mr. Albert",0,0,27,0,0,Third,315154,8.6625,,S,,131,
"Wiseman, Mr. Phillippe",0,0,,0,0,Third,A/4. 34244,7.2500,,S,,,
"Wittevrongel, Mr. Camille",0,0,36,0,0,Third,345771,9.5000,,S,,,
"Woolner, Mr. Hugh",1,0,,0,0,First,19947,35.5000,C52,S,D,,"London, England"
"Wright, Miss. Marion",1,1,26,0,0,Second,220844,13.5000,,S,9,,"Yoevil, England / Cottage Grove, OR"
"Wright, Mr. George",0,0,62,0,0,First,113807,26.5500,,S,,,"Halifax, NS"
"Yasbeck, Mr. Antoni",0,0,27,1,0,Third,2659,14.4542,,C,C,,
"Yasbeck, Mrs. Antoni (Selini Alexander)",1,1,15,1,0,Third,2659,14.4542,,C,,,
"Young, Miss. Marie Grice",1,1,36,0,0,First,PC 17760,135.6333,C32,C,8,,"New York, NY / Washington, DC"
"Youseff, Mr. Gerious",0,0,45.5,0,0,Third,2628,7.2250,,C,,312,
"Yousif, Mr. Wazli",0,0,,0,0,Third,2647,7.2250,,C,,,
"Yousseff, Mr. Gerious",0,0,,0,0,Third,2627,14.4583,,C,,,
"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,1,24,0,0,Second,248747,13.0000,,S,,,Paris
"Zabour, Miss. Hileni",0,1,14.5,1,0,Third,2665,14.4542,,C,,328,
"Zabour, Miss. Thamine",0,1,,1,0,Third,2665,14.4542,,C,,,
"Zakarian, Mr. Mapriededer",0,0,26.5,0,0,Third,2656,7.2250,,C,,304,
"Zakarian, Mr. Ortin",0,0,27,0,0,Third,2670,7.2250,,C,,,
"Zimmerman, Mr. Leo",0,0,29,0,0,Third,315082,7.8750,,S,,,
,,,,,,,,,,,,,
